t,is_context,is_future,mask_area,bbox_area,fill_ratio,depth_median,area_depth2,bg_scale,mask_area_norm,bbox_area_norm,depth_norm,area_depth2_norm
0,1,0,298,506,0.588933,203.444,12334059.448131,,1.0,1.0,1.0,1.0
1,1,0,298,506,0.588933,203.803009,12377628.614314,0.999813,1.0,1.0,1.001765,1.003532
2,1,0,298,506,0.588933,203.514999,12342669.783017,0.999897,1.0,1.0,1.000349,1.000698
3,1,0,298,506,0.588933,203.514999,12342669.783017,0.999999,1.0,1.0,1.000349,1.000698
4,1,0,298,506,0.588933,204.514999,12464262.722654,0.999992,1.0,1.0,1.005264,1.010556
5,1,0,298,506,0.588933,204.444,12455610.072276,0.999941,1.0,1.0,1.004915,1.009855
6,1,0,298,506,0.588933,203.803009,12377628.614314,0.99993,1.0,1.0,1.001765,1.003532
7,1,0,0,0,0.0,,,0.999935,,,,
8,0,1,298,456,0.653509,213.753998,13615849.929842,0.99997,1.0,0.901186,1.050677,1.103923
9,0,1,298,506,0.588933,205.88501,12631813.899365,1.000167,1.0,1.0,1.011998,1.024141
10,0,1,298,506,0.588933,203.514999,12342669.783017,1.000058,1.0,1.0,1.000349,1.000698
11,0,1,298,506,0.588933,203.514999,12342669.783017,1.000094,1.0,1.0,1.000349,1.000698
12,0,1,298,506,0.588933,205.113007,12537260.950992,1.000083,1.0,1.0,1.008204,1.016475
13,0,1,298,1056,0.282197,206.764999,12740025.961835,1.000046,1.0,2.086957,1.016324,1.032914
14,0,1,298,1120,0.266071,34.984009,364716.499544,0.999983,1.0,2.213439,0.171959,0.02957
15,0,1,298,1190,0.25042,32.727509,319184.765036,0.999973,1.0,2.351779,0.160867,0.025878
16,0,1,298,1190,0.25042,39.688995,469414.473132,0.999791,1.0,2.351779,0.195086,0.038058
17,0,1,298,1190,0.25042,46.906998,655679.396561,0.999813,1.0,2.351779,0.230565,0.05316
18,0,1,297,1190,0.24958,62.701981,1167666.895893,1.000095,0.996644,2.351779,0.308203,0.09467
19,0,1,297,1190,0.24958,78.649994,1837188.997355,0.99989,0.996644,2.351779,0.386593,0.148953
20,0,1,298,1190,0.25042,96.005005,2746654.36684,0.999996,1.0,2.351779,0.471899,0.222689
21,0,1,298,1122,0.265597,116.833496,4067719.611228,0.999942,1.0,2.217391,0.574278,0.329796
22,0,1,298,884,0.337104,137.847,5662535.041911,0.999964,1.0,1.747036,0.677567,0.459097
23,0,1,298,494,0.603239,185.240005,10225530.171262,1.000015,1.0,0.976285,0.910521,0.829048
24,0,1,298,483,0.616977,201.911011,12148880.765162,1.000006,1.0,0.954545,0.992465,0.984986
25,0,1,298,506,0.588933,205.264008,12555727.215301,0.999964,1.0,1.0,1.008946,1.017972
26,0,1,298,506,0.588933,205.421509,12575002.889406,1.000026,1.0,1.0,1.00972,1.019535
27,0,1,298,506,0.588933,203.753998,12371676.102938,0.999988,1.0,1.0,1.001524,1.00305
28,0,1,298,506,0.588933,204.113007,12415311.599063,0.999995,1.0,1.0,1.003288,1.006588
29,0,1,298,506,0.588933,204.113007,12415311.599063,0.999971,1.0,1.0,1.003288,1.006588
30,0,1,298,506,0.588933,204.156006,12420543.069079,1.000001,1.0,1.0,1.0035,1.007012
31,0,1,298,506,0.588933,204.514999,12464262.722654,0.999991,1.0,1.0,1.005264,1.010556
32,0,1,298,506,0.588933,204.514999,12464262.722654,0.999964,1.0,1.0,1.005264,1.010556
33,0,1,298,506,0.588933,205.113007,12537260.950992,0.999999,1.0,1.0,1.008204,1.016475
34,0,1,298,506,0.588933,205.113007,12537260.950992,1.000031,1.0,1.0,1.008204,1.016475
35,0,1,298,506,0.588933,205.113007,12537260.950992,1.000009,1.0,1.0,1.008204,1.016475
36,0,1,298,506,0.588933,205.113007,12537260.950992,1.000048,1.0,1.0,1.008204,1.016475
37,0,1,298,506,0.588933,205.113007,12537260.950992,1.000009,1.0,1.0,1.008204,1.016475
38,0,1,298,506,0.588933,205.113007,12537260.950992,1.000054,1.0,1.0,1.008204,1.016475
39,0,1,298,506,0.588933,205.113007,12537260.950992,0.999743,1.0,1.0,1.008204,1.016475
40,0,1,298,506,0.588933,205.113007,12537260.950992,0.999421,1.0,1.0,1.008204,1.016475
41,0,1,298,506,0.588933,205.113007,12537260.950992,0.999943,1.0,1.0,1.008204,1.016475
42,0,1,298,506,0.588933,205.113007,12537260.950992,0.99358,1.0,1.0,1.008204,1.016475
43,0,1,298,506,0.588933,204.287003,12436487.466078,0.999646,1.0,1.0,1.004144,1.008304
44,0,1,298,506,0.588933,204.287003,12436487.466078,0.997999,1.0,1.0,1.004144,1.008304
45,0,1,298,506,0.588933,204.287003,12436487.466078,0.999165,1.0,1.0,1.004144,1.008304
46,0,1,298,506,0.588933,204.287003,12436487.466078,0.9996,1.0,1.0,1.004144,1.008304
47,0,1,298,506,0.588933,204.287003,12436487.466078,0.999608,1.0,1.0,1.004144,1.008304
48,0,1,298,506,0.588933,204.287003,12436487.466078,0.999849,1.0,1.0,1.004144,1.008304
