t,is_context,is_future,mask_area,bbox_area,fill_ratio,depth_median,area_depth2,bg_scale,mask_area_norm,bbox_area_norm,depth_norm,area_depth2_norm
0,1,0,0,0,0.0,,,,,,,
1,0,1,2622,10486,0.250048,172.731506,78230446.353612,0.999956,1.0,1.0,1.0,1.0
2,0,1,2622,10486,0.250048,191.510986,96165672.572821,1.000114,1.0,1.0,1.108721,1.229261
3,0,1,2622,10486,0.250048,196.88501,101638439.938616,1.000009,1.0,1.0,1.139833,1.299218
4,0,1,2621,9800,0.267449,190.326996,94944061.580089,0.999947,0.999619,0.934579,1.101866,1.213646
5,0,1,2619,8800,0.297614,121.300995,38535786.224483,0.999994,0.998856,0.839214,0.702252,0.492593
6,0,1,2621,7840,0.334311,111.560989,32620584.255067,0.999991,0.999619,0.747664,0.645864,0.416981
7,0,1,2619,7488,0.34976,103.576004,28096602.170833,1.000069,0.998856,0.714095,0.599636,0.359152
8,0,1,2622,10176,0.257665,78.904984,16324562.624702,0.999985,1.0,0.970437,0.456807,0.208673
9,0,1,2620,10176,0.257469,58.120987,8850488.701481,0.999979,0.999237,0.970437,0.336482,0.113134
10,0,1,2620,6816,0.38439,42.225006,4671331.987958,0.999984,0.999237,0.65001,0.244455,0.059712
11,0,1,2616,9696,0.269802,45.128998,5327814.774049,0.999993,0.997712,0.924661,0.261267,0.068104
12,0,1,2619,7811,0.335296,48.644989,6197431.250131,0.999987,0.998856,0.744898,0.281622,0.07922
13,0,1,2619,6206,0.422011,47.82399,5990003.964098,1.000041,0.998856,0.591837,0.276869,0.076569
14,0,1,2622,7062,0.371283,64.889999,11040486.918508,0.999966,1.0,0.673469,0.37567,0.141128
15,0,1,2622,9800,0.267551,202.938995,107985066.367931,1.000009,1.0,0.934579,1.174881,1.380346
16,0,1,2622,10290,0.25481,216.884995,123336522.408328,0.999974,1.0,0.981308,1.255619,1.57658
17,0,1,2618,10290,0.254422,216.884995,123148366.004959,1.000028,0.998474,0.981308,1.255619,1.574174
18,0,1,2619,10290,0.254519,216.884995,123195405.105801,1.000663,0.998856,0.981308,1.255619,1.574776
19,0,1,2622,10290,0.25481,216.884995,123336522.408328,1.000124,1.0,0.981308,1.255619,1.57658
20,0,1,2622,9996,0.262305,215.287003,121525749.885593,1.000028,1.0,0.953271,1.246368,1.553433
21,0,1,2622,7062,0.371283,64.251984,10824448.22806,0.999779,1.0,0.673469,0.371976,0.138366
22,0,1,2620,7062,0.371,47.731003,5969011.408034,0.999953,0.999237,0.673469,0.276331,0.0763
23,0,1,2620,5136,0.510125,42.643982,4764494.0913,0.999944,0.999237,0.489796,0.24688,0.060903
24,0,1,2622,5457,0.480484,41.80101,4581484.702766,0.999805,1.0,0.520408,0.242,0.058564
25,0,1,2611,5885,0.44367,40.882996,4364075.869786,1.000196,0.995805,0.561224,0.236685,0.055785
26,0,1,2591,7276,0.356102,42.80101,4746521.47938,1.00019,0.988177,0.693878,0.247789,0.060674
27,0,1,2611,7276,0.358851,42.80101,4783160.008746,0.999669,0.995805,0.693878,0.247789,0.061142
28,0,1,2622,7383,0.35514,42.902008,4826006.778256,0.999154,1.0,0.704082,0.248374,0.06169
29,0,1,2622,8346,0.314162,41.332993,4479467.468973,0.999959,1.0,0.795918,0.23929,0.05726
30,0,1,2622,10272,0.255257,36.30098,3455169.659143,1.000024,1.0,0.979592,0.210158,0.044167
31,0,1,2599,10272,0.253018,36.061996,3379915.262975,1.000012,0.991228,0.979592,0.208775,0.043205
32,0,1,2614,10272,0.254478,35.289993,3255432.798718,1.000061,0.996949,0.979592,0.204305,0.041613
33,0,1,2609,10272,0.253991,35.159012,3225131.300442,0.999987,0.995042,0.979592,0.203547,0.041226
34,0,1,2602,10486,0.24814,34.942001,3176894.877295,0.999979,0.992372,1.0,0.202291,0.040609
35,0,1,2615,10486,0.24938,29.699005,2306510.817963,1.000025,0.99733,1.0,0.171937,0.029484
36,0,1,2616,10272,0.254673,24.742493,1601491.50901,0.999961,0.997712,0.979592,0.143243,0.020471
37,0,1,2619,10379,0.252336,24.703003,1598214.248456,1.00006,0.998856,0.989796,0.143014,0.02043
38,0,1,2606,10486,0.248522,23.264008,1410403.809455,1.000089,0.993898,1.0,0.134683,0.018029
39,0,1,2619,10486,0.249762,23.395004,1433447.383035,0.999481,0.998856,1.0,0.135441,0.018323
40,0,1,2622,10486,0.250048,24.571991,1583118.34447,0.99994,1.0,1.0,0.142255,0.020237
41,0,1,2621,10486,0.249952,24.571991,1582514.56173,0.999975,0.999619,1.0,0.142255,0.020229
42,0,1,2622,10486,0.250048,24.571991,1583118.34447,0.999606,1.0,1.0,0.142255,0.020237
43,0,1,2620,10486,0.249857,24.834,1615826.149065,0.999521,0.999237,1.0,0.143772,0.020655
44,0,1,2614,10486,0.249285,23.851013,1487028.349317,0.999464,0.996949,1.0,0.138081,0.019008
45,0,1,2604,10486,0.248331,24.931,1618528.565945,0.999579,0.993135,1.0,0.144334,0.020689
46,0,1,2612,10486,0.249094,26.088013,1777686.469493,0.999761,0.996186,1.0,0.151032,0.022724
47,0,1,2619,10486,0.249762,27.185013,1935506.270407,0.999808,0.998856,1.0,0.157383,0.024741
48,0,1,2610,10486,0.248903,29.313995,2242799.945755,0.999644,0.995423,1.0,0.169708,0.028669
