t,is_context,is_future,mask_area,bbox_area,fill_ratio,depth_median,area_depth2,bg_scale,mask_area_norm,bbox_area_norm,depth_norm,area_depth2_norm
0,1,0,92,2728,0.033724,169.664505,2648316.071787,,1.0,1.0,1.0,1.0
1,1,0,0,0,0.0,,,0.999862,,,,
2,0,1,49,812,0.060345,134.473999,886079.564254,1.000076,0.532609,0.297654,0.792588,0.334582
3,0,1,49,812,0.060345,134.473999,886079.564254,0.999999,0.532609,0.297654,0.792588,0.334582
4,0,1,54,1479,0.036511,145.463501,1142620.026283,0.999989,0.586957,0.542155,0.85736,0.431452
5,0,1,147,4964,0.029613,159.156998,3723649.636876,0.99995,1.597826,1.819648,0.938069,1.406044
6,0,1,147,4964,0.029613,159.156998,3723649.636876,1.000027,1.597826,1.819648,0.938069,1.406044
7,0,1,235,6370,0.036892,164.149994,6332126.816611,1.000015,2.554348,2.335044,0.967498,2.391001
8,0,1,235,6370,0.036892,164.149994,6332126.816611,0.99999,2.554348,2.335044,0.967498,2.391001
9,0,1,238,6370,0.037363,163.542999,6365622.401046,0.999989,2.586957,2.335044,0.96392,2.403649
10,0,1,242,6370,0.037991,164.794998,6572088.724004,0.999985,2.630435,2.335044,0.971299,2.48161
11,0,1,250,6461,0.038694,163.953995,6720228.098701,1.000014,2.717391,2.368402,0.966342,2.537548
12,0,1,254,6461,0.039313,164.053497,6836041.6952,1.000005,2.76087,2.368402,0.966929,2.581279
13,0,1,258,6768,0.038121,164.907501,7016176.861385,0.999999,2.804348,2.480938,0.971962,2.649297
14,0,1,259,6768,0.038268,165.369003,7082848.978029,0.999994,2.815217,2.480938,0.974682,2.674473
15,0,1,258,6768,0.038121,165.482498,7065189.957661,1.000027,2.804348,2.480938,0.975351,2.667805
16,0,1,256,6674,0.038358,164.727997,6946640.112221,1.000007,2.782609,2.446481,0.970904,2.62304
17,0,1,254,6674,0.038058,163.904495,6823629.624148,0.999998,2.76087,2.446481,0.966051,2.576592
18,0,1,260,6461,0.040241,165.116501,7088499.302152,1.000003,2.826087,2.368402,0.973194,2.676606
19,0,1,293,6461,0.045349,163.824997,7863718.480152,0.999996,3.184783,2.368402,0.965582,2.969328
20,0,1,295,6461,0.045659,162.862,7824589.111062,1.000002,3.206522,2.368402,0.959906,2.954553
21,0,1,304,6603,0.04604,162.841492,8061274.831323,1.000003,3.304348,2.420455,0.959785,3.043925
22,0,1,306,6603,0.046343,162.1465,8045195.127108,1.000017,3.326087,2.420455,0.955689,3.037853
23,0,1,333,6603,0.050432,162.862,8832502.28469,0.999982,3.619565,2.420455,0.959906,3.335139
24,0,1,340,6603,0.051492,162.251999,8950741.790146,1.000003,3.695652,2.420455,0.956311,3.379786
25,0,1,332,6603,0.05028,162.604004,8778100.612666,0.99999,3.608696,2.420455,0.958386,3.314597
26,0,1,313,6603,0.047403,163.028,8318954.296934,1.000003,3.402174,2.420455,0.960885,3.141224
27,0,1,318,6603,0.04816,162.731995,8421181.260137,0.99999,3.456522,2.420455,0.95914,3.179825
28,0,1,315,6603,0.047706,162.475998,8315511.719023,0.999993,3.423913,2.420455,0.957631,3.139924
29,0,1,318,6603,0.04816,162.731995,8421181.260137,1.000003,3.456522,2.420455,0.95914,3.179825
30,0,1,307,6603,0.046494,162.552002,8111908.075063,1.00001,3.336957,2.420455,0.958079,3.063044
31,0,1,309,6603,0.046797,162.950989,8204884.644959,0.999993,3.358696,2.420455,0.960431,3.098152
32,0,1,304,6603,0.04604,162.776505,8054841.888484,0.999997,3.304348,2.420455,0.959402,3.041496
33,0,1,310,6603,0.046948,162.776505,8213819.031019,0.999993,3.369565,2.420455,0.959402,3.101525
34,0,1,314,6603,0.047554,163.057999,8348604.030795,1.000011,3.413043,2.420455,0.961061,3.15242
35,0,1,333,6603,0.050432,162.731995,8818406.791275,1.0,3.619565,2.420455,0.95914,3.329817
36,0,1,334,6603,0.050583,162.719498,8843530.0651,0.999998,3.630435,2.420455,0.959066,3.339303
37,0,1,340,6603,0.051492,161.789001,8899731.538297,0.999994,3.695652,2.420455,0.953582,3.360525
38,0,1,337,6603,0.051037,162.707001,8921592.445434,1.000006,3.663043,2.420455,0.958993,3.368779
39,0,1,340,6603,0.051492,162.776505,9008704.743699,1.000001,3.695652,2.420455,0.959402,3.401673
40,0,1,340,6603,0.051492,162.776505,9008704.743699,1.000002,3.695652,2.420455,0.959402,3.401673
41,0,1,341,6603,0.051643,162.846008,9042918.445049,0.999999,3.706522,2.420455,0.959812,3.414592
42,0,1,343,6603,0.051946,162.846008,9095956.089888,1.0,3.728261,2.420455,0.959812,3.434619
43,0,1,341,6603,0.051643,162.846008,9042918.445049,0.999996,3.706522,2.420455,0.959812,3.414592
44,0,1,341,6603,0.051643,162.846008,9042918.445049,1.000001,3.706522,2.420455,0.959812,3.414592
45,0,1,341,6603,0.051643,162.846008,9042918.445049,1.000006,3.706522,2.420455,0.959812,3.414592
46,0,1,343,6603,0.051946,162.846008,9095956.089888,1.000002,3.728261,2.420455,0.959812,3.434619
47,0,1,341,6603,0.051643,162.846008,9042918.445049,0.999984,3.706522,2.420455,0.959812,3.414592
48,0,1,343,6603,0.051946,162.846008,9095956.089888,1.000007,3.728261,2.420455,0.959812,3.434619
