1002	single_object_preview	count_01	1	7	case007_entry_fast_center
1000	single_object_preview	count_01	1	901	case901_high_drop
10017	single_object_preview	count_01	1	900	case900_random_parabola
10025	single_object_preview	count_01	1	6	case006_entry_right
10005	single_object_preview	count_01	1	6	case006_entry_right
10015	single_object_preview	count_01	1	7	case007_entry_fast_center
10026	single_object_preview	count_01	1	5	case005_entry_left
1001	single_object_preview	count_01	1	901	case901_high_drop
10013	single_object_preview	count_01	1	6	case006_entry_right
10027	single_object_preview	count_01	1	900	case900_random_parabola
10012	single_object_preview	count_01	1	6	case006_entry_right
10022	single_object_preview	count_01	1	900	case900_random_parabola
10007	single_object_preview	count_01	1	901	case901_high_drop
10023	single_object_preview	count_01	1	7	case007_entry_fast_center
10003	single_object_preview	count_01	1	5	case005_entry_left
1005	single_object_preview	count_01	1	5	case005_entry_left
1003	single_object_preview	count_01	1	7	case007_entry_fast_center
10048	single_object_preview	count_01	1	900	case900_random_parabola
1006	single_object_preview	count_01	1	6	case006_entry_right
10039	single_object_preview	count_01	1	900	case900_random_parabola
10034	single_object_preview	count_01	1	6	case006_entry_right
1004	single_object_preview	count_01	1	7	case007_entry_fast_center
10071	single_object_preview	count_01	1	5	case005_entry_left
10045	single_object_preview	count_01	1	900	case900_random_parabola
10050	single_object_preview	count_01	1	6	case006_entry_right
10068	single_object_preview	count_01	1	900	case900_random_parabola
10042	single_object_preview	count_01	1	900	case900_random_parabola
10036	single_object_preview	count_01	1	901	case901_high_drop
10054	single_object_preview	count_01	1	6	case006_entry_right
10032	single_object_preview	count_01	1	901	case901_high_drop
10026	single_object_preview	invalid_by_qa	1	900	case900_random_parabola
10076	single_object_preview	count_01	1	5	case005_entry_left
10013	single_object_preview	invalid_by_qa	1	900	case900_random_parabola
10092	single_object_preview	count_01	1	5	case005_entry_left
10086	single_object_preview	count_01	1	6	case006_entry_right
10098	single_object_preview	count_01	1	6	case006_entry_right
10090	single_object_preview	count_01	1	5	case005_entry_left
10077	single_object_preview	count_01	1	6	case006_entry_right
10096	single_object_preview	count_01	1	5	case005_entry_left
10003	single_object_preview	invalid_by_qa	1	900	case900_random_parabola
