t,is_context,is_future,mask_area,bbox_area,fill_ratio,depth_median,area_depth2,bg_scale,mask_area_norm,bbox_area_norm,depth_norm,area_depth2_norm
0,1,0,245,5640,0.04344,176.76001,7654804.757824,,1.0,1.0,1.0,1.0
1,1,0,41,1078,0.038033,160.856995,1060873.881563,0.999861,0.167347,0.191135,0.91003,0.138589
2,1,0,2,4,0.5,168.501007,56785.178774,0.999976,0.008163,0.000709,0.953276,0.007418
3,1,0,0,0,0.0,,,0.999989,,,,
4,0,1,3,234,0.012821,170.001007,86701.027225,1.000006,0.012245,0.041489,0.961762,0.011326
5,0,1,23,819,0.028083,160.858002,595131.824418,1.000101,0.093878,0.145213,0.910036,0.077746
6,0,1,126,7140,0.017647,177.751495,3981044.857002,1.000026,0.514286,1.265957,1.005609,0.520071
7,0,1,243,7320,0.033197,178.916992,7778743.492702,1.000058,0.991837,1.297872,1.012203,1.016191
8,0,1,297,9933,0.0299,181.220993,9753791.35078,1.000012,1.212245,1.76117,1.025238,1.274205
9,0,1,235,8487,0.027689,177.841003,7432444.286727,1.000004,0.959184,1.504787,1.006116,0.970952
10,0,1,224,10191,0.02198,176.660492,6990800.188662,1.000043,0.914286,1.806915,0.999437,0.913256
11,0,1,212,10191,0.020803,176.509003,6604950.742158,1.000009,0.865306,1.806915,0.99858,0.86285
12,0,1,226,10191,0.022176,179.52951,7284171.001565,0.999977,0.922449,1.806915,1.015668,0.951582
13,0,1,205,10062,0.020374,176.003998,6350368.484722,1.0,0.836735,1.784043,0.995723,0.829592
14,0,1,222,10062,0.022063,176.107498,6885074.902314,0.999995,0.906122,1.784043,0.996308,0.899445
15,0,1,226,10062,0.022461,176.354996,7028845.101082,0.999999,0.922449,1.784043,0.997709,0.918227
16,0,1,244,10062,0.02425,176.542496,7604809.682641,1.000001,0.995918,1.784043,0.998769,0.993469
17,0,1,248,8833,0.028077,174.714508,7570239.512718,1.000018,1.012245,1.566135,0.988428,0.988953
18,0,1,249,8833,0.02819,174.675995,7597414.093037,1.000013,1.016327,1.566135,0.98821,0.992503
19,0,1,237,8833,0.026831,176.087006,7348572.15053,1.000006,0.967347,1.566135,0.996193,0.959995
20,0,1,234,8979,0.026061,176.920013,7324361.729397,1.000022,0.955102,1.592021,1.000905,0.956832
21,0,1,229,8228,0.027832,173.917999,6926670.737455,0.999969,0.934694,1.458865,0.983922,0.904879
22,0,1,228,8228,0.02771,173.767502,6884492.989914,0.999996,0.930612,1.458865,0.98307,0.899369
23,0,1,219,8228,0.026616,174.087997,6637152.15647,1.0,0.893878,1.458865,0.984883,0.867057
24,0,1,234,8228,0.028439,174.0215,7086334.866342,0.999989,0.955102,1.458865,0.984507,0.925737
25,0,1,233,8228,0.028318,173.955002,7050659.840256,1.00003,0.95102,1.458865,0.984131,0.921076
26,0,1,231,8228,0.028075,173.955002,6990139.154932,0.999993,0.942857,1.458865,0.984131,0.91317
27,0,1,218,8228,0.026495,171.972,6447212.404065,0.999997,0.889796,1.458865,0.972912,0.842244
28,0,1,218,8228,0.026495,173.335495,6549852.253894,0.99999,0.889796,1.458865,0.980626,0.855652
29,0,1,220,8228,0.026738,171.656998,6482547.467603,1.000009,0.897959,1.458865,0.97113,0.84686
30,0,1,232,8228,0.028196,172.635498,6914299.523127,1.000008,0.946939,1.458865,0.976666,0.903263
31,0,1,236,8228,0.028683,171.936493,6976669.193034,0.999999,0.963265,1.458865,0.972711,0.91141
32,0,1,240,8228,0.029169,173.366501,7213426.468447,0.999971,0.979592,1.458865,0.980802,0.94234
33,0,1,227,8228,0.027589,173.917999,6866175.796517,0.999999,0.926531,1.458865,0.983922,0.896976
34,0,1,229,8228,0.027832,173.955002,6929618.469608,0.999987,0.934694,1.458865,0.984131,0.905264
35,0,1,232,8228,0.028196,173.936493,7018905.628073,0.999996,0.946939,1.458865,0.984026,0.916928
36,0,1,236,8228,0.028683,174.742004,7206205.271557,0.999988,0.963265,1.458865,0.988583,0.941396
37,0,1,235,8228,0.028561,174.867996,7186021.783626,1.000003,0.959184,1.458865,0.989296,0.93876
38,0,1,233,8228,0.028318,175.527008,7178667.219855,0.999996,0.95102,1.458865,0.993024,0.937799
39,0,1,235,8228,0.028561,174.867996,7186021.783626,0.999995,0.959184,1.458865,0.989296,0.93876
40,0,1,240,8228,0.029169,175.734009,7411786.042818,0.999981,0.979592,1.458865,0.994196,0.968253
41,0,1,239,8228,0.029047,174.959,7315945.721133,1.000007,0.97551,1.458865,0.989811,0.955733
42,0,1,246,8228,0.029898,174.833496,7519420.833665,1.000012,1.004082,1.458865,0.989101,0.982314
43,0,1,248,8228,0.030141,174.696503,7568679.276539,1.000001,1.012245,1.458865,0.988326,0.988749
44,0,1,253,8228,0.030749,174.524994,7706120.294126,0.999978,1.032653,1.458865,0.987356,1.006704
45,0,1,245,8228,0.029776,174.447006,7455780.705362,0.999988,1.0,1.458865,0.986914,0.974
46,0,1,245,8228,0.029776,174.867996,7491809.944631,1.000001,1.0,1.458865,0.989296,0.978707
47,0,1,248,8228,0.030141,174.696503,7568679.276539,1.000001,1.012245,1.458865,0.988326,0.988749
48,0,1,253,8228,0.030749,174.524994,7706120.294126,0.999998,1.032653,1.458865,0.987356,1.006704
