1002	single_object_preview	count_01	1	901	case901_high_drop
1000	single_object_preview	count_01	1	5	case005_entry_left
10015	single_object_preview	count_01	1	901	case901_high_drop
10017	single_object_preview	count_01	1	901	case901_high_drop
10025	single_object_preview	count_01	1	7	case007_entry_fast_center
10013	single_object_preview	count_01	1	7	case007_entry_fast_center
10023	single_object_preview	count_01	1	900	case900_random_parabola
10005	single_object_preview	count_01	1	7	case007_entry_fast_center
1001	single_object_preview	count_01	1	5	case005_entry_left
10039	single_object_preview	count_01	1	901	case901_high_drop
10012	single_object_preview	count_01	1	7	case007_entry_fast_center
10026	single_object_preview	count_01	1	6	case006_entry_right
10022	single_object_preview	count_01	1	901	case901_high_drop
10003	single_object_preview	count_01	1	6	case006_entry_right
1005	single_object_preview	count_01	1	6	case006_entry_right
10048	single_object_preview	count_01	1	901	case901_high_drop
10027	single_object_preview	count_01	1	901	case901_high_drop
1006	single_object_preview	count_01	1	7	case007_entry_fast_center
10037	single_object_preview	count_01	1	5	case005_entry_left
10035	single_object_preview	count_01	1	5	case005_entry_left
10040	single_object_preview	count_01	1	5	case005_entry_left
10045	single_object_preview	count_01	1	901	case901_high_drop
10058	single_object_preview	count_01	1	900	case900_random_parabola
10042	single_object_preview	count_01	1	901	case901_high_drop
10053	single_object_preview	count_01	1	5	case005_entry_left
10092	single_object_preview	count_01	1	6	case006_entry_right
10068	single_object_preview	count_01	1	901	case901_high_drop
10000	single_object_preview	count_01	1	5	case005_entry_left
10033	single_object_preview	count_01	1	900	case900_random_parabola
10013	single_object_preview	invalid_by_qa	1	901	case901_high_drop
10071	single_object_preview	count_01	1	6	case006_entry_right
10090	single_object_preview	count_01	1	6	case006_entry_right
1009	single_object_preview	count_01	1	5	case005_entry_left
10005	single_object_preview	invalid_by_qa	1	900	case900_random_parabola
10099	single_object_preview	count_01	1	5	case005_entry_left
1003	single_object_preview	count_01	1	900	case900_random_parabola
10097	single_object_preview	count_01	1	900	case900_random_parabola
10081	single_object_preview	count_01	1	5	case005_entry_left
10076	single_object_preview	count_01	1	6	case006_entry_right
